prompt_id,twin_id,arm,sample,text,hedge,qualifier
ale_08_1_c,ale_08_1,control,4,South America,False,False
ale_08_1_c,ale_08_1,control,5,South America,False,False
ale_08_1_c,ale_08_1,control,6,South America,False,False
ale_08_1_c,ale_08_1,control,7,South America,False,False
ale_08_1_c,ale_08_1,control,8,South America,False,False
ale_08_1_c,ale_08_1,control,9,South America,False,False
ale_08_1_u,ale_08_1,uncertain,0,Africa,False,False
ale_08_1_u,ale_08_1,uncertain,1,Africa,False,False
ale_08_1_u,ale_08_1,uncertain,2,Africa,False,False
ale_08_1_u,ale_08_1,uncertain,3,Africa,False,False
ale_08_1_u,ale_08_1,uncertain,4,Africa,False,False
ale_08_1_u,ale_08_1,uncertain,5,Africa,False,False
ale_08_1_u,ale_08_1,uncertain,6,Africa,False,False
ale_08_1_u,ale_08_1,uncertain,7,Africa,False,False
ale_08_1_u,ale_08_1,uncertain,8,Africa,False,False
ale_08_1_u,ale_08_1,uncertain,9,Africa,False,False
ale_08_2_c,ale_08_2,control,0,South America,False,False
ale_08_2_c,ale_08_2,control,1,South America,False,False
ale_08_2_c,ale_08_2,control,2,South America,False,False
ale_08_2_c,ale_08_2,control,3,South America,False,False
ale_08_2_c,ale_08_2,control,4,South America,False,False
ale_08_2_c,ale_08_2,control,5,South America,False,False
ale_08_2_c,ale_08_2,control,6,South America,False,False
ale_08_2_c,ale_08_2,control,7,South America,False,False
ale_08_2_c,ale_08_2,control,8,South America,False,False
ale_08_2_c,ale_08_2,control,9,South America,False,False
ale_08_2_u,ale_08_2,uncertain,0,Africa,False,False
ale_08_2_u,ale_08_2,uncertain,1,Africa,False,False
ale_08_2_u,ale_08_2,uncertain,2,Africa,False,False
ale_08_2_u,ale_08_2,uncertain,3,Africa,False,False
ale_08_2_u,ale_08_2,uncertain,4,Africa,False,False
ale_08_2_u,ale_08_2,uncertain,5,Africa,False,False
ale_08_2_u,ale_08_2,uncertain,6,Africa,False,False
ale_08_2_u,ale_08_2,uncertain,7,Africa,False,False
ale_08_2_u,ale_08_2,uncertain,8,Africa,False,False
ale_08_2_u,ale_08_2,uncertain,9,Africa,False,False
ale_08_3_c,ale_08_3,control,0,The continent that contains Brazil is South America.,False,False
ale_08_3_c,ale_08_3,control,1,Brazil is located in South America.,False,False
ale_08_3_c,ale_08_3,control,2,Brazil is located in South America.,False,False
ale_08_3_c,ale_08_3,control,3,Brazil is located in South America.,False,False
ale_08_3_c,ale_08_3,control,4,The continent that contains Brazil is South America.,False,False
ale_08_3_c,ale_08_3,control,5,The continent that contains Brazil is South America.,False,False
ale_08_3_c,ale_08_3,control,6,The continent that contains Brazil is South America.,False,False
ale_08_3_c,ale_08_3,control,7,The continent that contains Brazil is South America.,False,False
ale_08_3_c,ale_08_3,control,8,The continent that contains Brazil is South America.,False,False
ale_08_3_c,ale_08_3,control,9,The continent that contains Brazil is South America.,False,False
ale_08_3_u,ale_08_3,uncertain,0,Sure! Africa is one of the seven continents.,False,True
ale_08_3_u,ale_08_3,uncertain,1,Sure! Africa is one of the continents.,False,True
ale_08_3_u,ale_08_3,uncertain,2,Certainly! Africa is one of the seven continents.,False,True
ale_08_3_u,ale_08_3,uncertain,3,Sure! One of the continents is Africa.,False,True
ale_08_3_u,ale_08_3,uncertain,4,Certainly! Africa is one of the continents.,False,True
ale_08_3_u,ale_08_3,uncertain,5,Sure! Africa is one of the continents.,False,True
ale_08_3_u,ale_08_3,uncertain,6,Sure! Africa is one of the continents.,False,True
ale_08_3_u,ale_08_3,uncertain,7,Certainly! Africa is one of the seven continents.,False,True
ale_08_3_u,ale_08_3,uncertain,8,Sure! Africa is one of the continents.,False,True
ale_08_3_u,ale_08_3,uncertain,9,Sure! One of the continents is Asia.,False,True
ale_08_4_c,ale_08_4,control,0,The continent that contains Brazil is South America.,False,False
ale_08_4_c,ale_08_4,control,1,The continent that contains Brazil is South America.,False,False
ale_08_4_c,ale_08_4,control,2,The continent that contains Brazil is South America.,False,False
ale_08_4_c,ale_08_4,control,3,The continent that contains Brazil is South America.,False,False
ale_08_4_c,ale_08_4,control,4,The continent that contains Brazil is South America.,False,False
ale_08_4_c,ale_08_4,control,5,The continent that contains Brazil is South America.,False,False
ale_08_4_c,ale_08_4,control,6,The continent that contains Brazil is South America.,False,False
ale_08_4_c,ale_08_4,control,7,The continent that contains Brazil is South America.,False,False
ale_08_4_c,ale_08_4,control,8,The continent that contains Brazil is South America.,False,False
ale_08_4_c,ale_08_4,control,9,The continent that contains Brazil is South America.,False,False
ale_08_4_u,ale_08_4,uncertain,0,Sure! One example of a continent is Africa.,False,False
ale_08_4_u,ale_08_4,uncertain,1,Sure! One example of a continent is Europe.,False,False
ale_08_4_u,ale_08_4,uncertain,2,Sure! One example of a continent is Africa.,False,False
ale_08_4_u,ale_08_4,uncertain,3,Certainly! One example of a continent is Africa.,False,False
ale_08_4_u,ale_08_4,uncertain,4,Sure! One example of a continent is Africa.,False,False
ale_08_4_u,ale_08_4,uncertain,5,Sure! One example of a continent is Europe.,False,False
ale_08_4_u,ale_08_4,uncertain,6,Certainly! One example of a continent is Africa.,False,False
ale_08_4_u,ale_08_4,uncertain,7,Sure! One example of a continent is Africa.,False,False
ale_08_4_u,ale_08_4,uncertain,8,Sure! One example of a continent is Europe.,False,False
ale_08_4_u,ale_08_4,uncertain,9,Sure! One example of a continent is Europe.,False,False
ale_08_5_c,ale_08_5,control,0,The continent that contains Brazil is South America. Brazil is the largest country in both South America and Latin America.,False,False
ale_08_5_c,ale_08_5,control,1,"Brazil is located in South America, which is one of the seven continents.",False,True
ale_08_5_c,ale_08_5,control,2,The continent that contains Brazil is South America. Brazil is the largest country in South America and occupies a significant portion of the southern part of the continent.,False,False
ale_08_5_c,ale_08_5,control,3,The continent that contains Brazil is South America. Brazil is the largest country in both South America and Latin America.,False,False
ale_08_5_c,ale_08_5,control,4,"Brazil is located in South America, which is one of the seven continents.",False,True
ale_08_5_c,ale_08_5,control,5,Brazil is located in South America.,False,False
ale_08_5_c,ale_08_5,control,6,The continent that contains Brazil is South America.,False,False
ale_08_5_c,ale_08_5,control,7,The continent that contains Brazil is South America.,False,False
ale_08_5_c,ale_08_5,control,8,The continent that contains Brazil is South America.,False,False
ale_08_5_c,ale_08_5,control,9,Brazil is located in South America.,False,False
ale_08_5_u,ale_08_5,uncertain,0,Certainly! Africa is one of the seven continents and is the second-largest continent in the world by both area and population.,False,True
ale_08_5_u,ale_08_5,uncertain,1,"Certainly! One of the seven continents is Europe. Europe is known for its rich history, diverse cultures, and numerous countries including giants like Russia, the United Kingdom, and France, as well as smaller nations like Iceland and San Marino.",False,True
ale_08_5_u,ale_08_5,uncertain,2,"Certainly! Africa is one of the seven continents. It's the second-largest continent in the world and is known for its diverse wildlife, rich cultural heritage, and vast landscapes.",False,True
ale_08_5_u,ale_08_5,uncertain,3,"Certainly! One of the continents is Africa. Africa is the second-largest continent in the world and is known for its diverse landscapes, rich cultures, and vast wildlife.",False,True
ale_08_5_u,ale_08_5,uncertain,4,"Certainly! Africa is one of the seven continents. It's the second-largest continent in the world and is known for its diverse wildlife, rich cultural heritage, and vast landscapes.",False,True
ale_08_5_u,ale_08_5,uncertain,5,Sure! One of the seven continents is Europe.,False,True
ale_08_5_u,ale_08_5,uncertain,6,"Certainly! Africa is one of the seven continents and is known for its diverse wildlife, rich cultural heritage, and vast landscapes.",False,True
ale_08_5_u,ale_08_5,uncertain,7,Sure! One of the continents is Europe.,False,True
ale_08_5_u,ale_08_5,uncertain,8,Sure! One of the continents is Europe.,False,True
ale_08_5_u,ale_08_5,uncertain,9,Certainly! Africa is one of the seven continents and is the second-largest continent in the world by area.,False,True
ale_09_3_c,ale_09_3,control,0,The largest ocean on Earth is the Pacific Ocean.,False,False
ale_09_3_c,ale_09_3,control,1,The largest ocean on Earth is the Pacific Ocean.,False,False
ale_09_3_c,ale_09_3,control,2,The largest ocean on Earth is the Pacific Ocean.,False,False
ale_09_3_c,ale_09_3,control,3,The largest ocean on Earth is the Pacific Ocean.,False,False
ale_09_3_c,ale_09_3,control,4,The largest ocean on Earth is the Pacific Ocean.,False,False
ale_09_3_c,ale_09_3,control,5,The largest ocean on Earth is the Pacific Ocean.,False,False
ale_09_3_c,ale_09_3,control,6,The largest ocean on Earth is the Pacific Ocean.,False,False
ale_09_3_c,ale_09_3,control,7,The largest ocean on Earth is the Pacific Ocean.,False,False
ale_09_3_c,ale_09_3,control,8,The largest ocean on Earth is the Pacific Ocean.,False,False
ale_09_3_c,ale_09_3,control,9,The largest ocean on Earth is the Pacific Ocean.,False,False
ale_09_3_u,ale_09_3,uncertain,0,Sure! One of the oceans is the Pacific Ocean.,False,True
ale_09_3_u,ale_09_3,uncertain,1,Sure! One of the oceans is the Pacific Ocean.,False,True
ale_09_3_u,ale_09_3,uncertain,2,Sure! One of the oceans is the Pacific Ocean.,False,True
ale_09_3_u,ale_09_3,uncertain,3,Sure! One of the oceans is the Pacific Ocean.,False,True
ale_09_3_u,ale_09_3,uncertain,4,Sure! One of the oceans is the Pacific Ocean.,False,True
ale_09_3_u,ale_09_3,uncertain,5,Sure! One of the oceans is the Pacific Ocean.,False,True
ale_09_3_u,ale_09_3,uncertain,6,Sure! One of the oceans is the Pacific Ocean.,False,True
ale_09_3_u,ale_09_3,uncertain,7,Sure! One of the oceans is the Pacific Ocean.,False,True
ale_09_3_u,ale_09_3,uncertain,8,Sure! One of the major oceans is the Pacific Ocean.,False,True
ale_09_3_u,ale_09_3,uncertain,9,Sure! One of the oceans is the Pacific Ocean.,False,True
ale_09_5_c,ale_09_5,control,0,The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (164.5 million square kilometers) and covers about one-third of the Earth's surface.,False,False
ale_09_5_c,ale_09_5,control,1,The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (164.5 million square kilometers) and covers about one-third of the Earth's surface.,False,False
ale_09_5_c,ale_09_5,control,2,The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (164.5 million square kilometers) and makes up about one-third of the Earth's water surface and half of its total surface area,False,False
ale_09_5_c,ale_09_5,control,3,The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (164.5 million square kilometers) and covers about one-third of the Earth's surface and half of its water surface area.,False,False
ale_09_5_c,ale_09_5,control,4,The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (164.5 million square kilometers) and makes up about one-third of the Earth's surface and half of its water surface area.,False,False
ale_09_5_c,ale_09_5,control,5,The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (164.5 million square kilometers) and covers about one-third of the Earth's surface and more than half of the world's water,False,False
ale_09_5_c,ale_09_5,control,6,The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (164.5 million square kilometers) and makes up about one-third of the Earth's surface and half of its water surface area.,False,False
ale_09_5_c,ale_09_5,control,7,The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (164.5 million square kilometers) and covers about one-third of the Earth's surface.,False,False
ale_09_5_c,ale_09_5,control,8,The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (164.5 million square kilometers) and covers about one-third of the Earth's surface.,False,False
ale_09_5_c,ale_09_5,control,9,The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (164.5 million square kilometers) and makes up about one-third of the Earth's surface and half of the world's ocean area,False,False
ale_09_5_u,ale_09_5,uncertain,0,"Sure! One of the oceans is the Pacific Ocean. It is the largest and deepest of the world's oceanic divisions, covering approximately one-third of the Earth's water surface.",False,True
ale_09_5_u,ale_09_5,uncertain,1,Sure! One of the largest oceans in the world is the Pacific Ocean.,False,True
ale_09_5_u,ale_09_5,uncertain,2,"Sure! One of the oceans is the Pacific Ocean. It is the largest and deepest of the world's oceanic divisions, covering approximately one-third of the Earth's surface.",False,True
ale_09_5_u,ale_09_5,uncertain,3,Sure! One of the largest and most well-known oceans is the Pacific Ocean. It's the biggest of the five major oceans on Earth.,False,True
ale_09_5_u,ale_09_5,uncertain,4,Sure! One of the largest and most well-known oceans is the Pacific Ocean. It's the biggest of the five named oceans and covers approximately one-third of the Earth's surface.,False,True
ale_09_5_u,ale_09_5,uncertain,5,"Sure! One of the major oceans is the Pacific Ocean. It is the largest and deepest ocean in the world, covering approximately one-third of the Earth's surface.",False,True
ale_09_5_u,ale_09_5,uncertain,6,"Sure! One of the oceans is the Pacific Ocean. It is the largest and deepest of the world's oceanic divisions, covering approximately one-third of the Earth's surface.",False,True
ale_09_5_u,ale_09_5,uncertain,7,Sure! One of the largest and most well-known oceans is the Pacific Ocean.,False,True
ale_09_5_u,ale_09_5,uncertain,8,Sure! One of the largest and most well-known oceans is the Pacific Ocean.,False,True
ale_09_5_u,ale_09_5,uncertain,9,Sure! One of the major oceans is the Pacific Ocean. It's the largest and deepest ocean in the world.,False,True
ale_11_0_c,ale_11_0,control,0,The capital city of France is Paris.,False,False
ale_11_0_c,ale_11_0,control,1,The capital city of France is Paris.,False,False
ale_11_0_c,ale_11_0,control,2,The capital city of France is Paris.,False,False
ale_11_0_c,ale_11_0,control,3,The capital city of France is Paris.,False,False
ale_11_0_c,ale_11_0,control,4,The capital city of France is Paris.,False,False
ale_11_0_c,ale_11_0,control,5,The capital city of France is Paris.,False,False
ale_11_0_c,ale_11_0,control,6,The capital city of France is Paris.,False,False
ale_11_0_c,ale_11_0,control,7,The capital city of France is Paris.,False,False
ale_11_0_c,ale_11_0,control,8,The capital city of France is Paris.,False,False
ale_11_0_c,ale_11_0,control,9,The capital city of France is Paris.,False,False
ale_11_0_u,ale_11_0,uncertain,0,"Paris is a European capital city, located in France.",False,False
ale_11_0_u,ale_11_0,uncertain,1,Paris is the capital city of France.,False,False
ale_11_0_u,ale_11_0,uncertain,2,Certainly! Paris is the capital city of France.,False,False
ale_11_0_u,ale_11_0,uncertain,3,Paris is the capital city of France.,False,False
ale_11_0_u,ale_11_0,uncertain,4,"Paris is a European capital city, located in France.",False,False
ale_11_0_u,ale_11_0,uncertain,5,Paris is the capital city of France.,False,False
ale_11_0_u,ale_11_0,uncertain,6,Paris is the capital city of France.,False,False
ale_11_0_u,ale_11_0,uncertain,7,Certainly! Paris is the capital city of France.,False,False
ale_11_0_u,ale_11_0,uncertain,8,"Paris is a European capital city, located in France.",False,False
ale_11_0_u,ale_11_0,uncertain,9,Paris is the capital city of France.,False,False
ale_11_2_c,ale_11_2,control,0,The capital city of France is Paris.,False,False
ale_11_2_c,ale_11_2,control,1,The capital city of France is Paris.,False,False
ale_11_2_c,ale_11_2,control,2,The capital city of France is Paris.,False,False
ale_11_2_c,ale_11_2,control,3,The capital city of France is Paris.,False,False
ale_11_2_c,ale_11_2,control,4,The capital city of France is Paris.,False,False
ale_11_2_c,ale_11_2,control,5,The capital city of France is Paris.,False,False
ale_11_2_c,ale_11_2,control,6,The capital city of France is Paris.,False,False
ale_11_2_c,ale_11_2,control,7,The capital city of France is Paris.,False,False
ale_11_2_c,ale_11_2,control,8,The capital city of France is Paris.,False,False
ale_11_2_c,ale_11_2,control,9,The capital city of France is Paris.,False,False
ale_11_2_u,ale_11_2,uncertain,0,Paris,False,False
ale_11_2_u,ale_11_2,uncertain,1,Berlin,False,False
ale_11_2_u,ale_11_2,uncertain,2,Paris,False,False
ale_11_2_u,ale_11_2,uncertain,3,Paris,False,False
ale_11_2_u,ale_11_2,uncertain,4,Paris,False,False
ale_11_2_u,ale_11_2,uncertain,5,Paris,False,False
ale_11_2_u,ale_11_2,uncertain,6,Paris,False,False
ale_11_2_u,ale_11_2,uncertain,7,Paris,False,False
ale_11_2_u,ale_11_2,uncertain,8,Paris,False,False
ale_11_2_u,ale_11_2,uncertain,9,Berlin,False,False
ale_11_3_c,ale_11_3,control,0,The capital city of France is Paris.,False,False
ale_11_3_c,ale_11_3,control,1,The capital city of France is Paris.,False,False
ale_11_3_c,ale_11_3,control,2,The capital city of France is Paris.,False,False
ale_11_3_c,ale_11_3,control,3,The capital city of France is Paris.,False,False
ale_11_3_c,ale_11_3,control,4,The capital city of France is Paris.,False,False
ale_11_3_c,ale_11_3,control,5,The capital city of France is Paris.,False,False
ale_11_3_c,ale_11_3,control,6,The capital city of France is Paris.,False,False
ale_11_3_c,ale_11_3,control,7,The capital city of France is Paris.,False,False
ale_11_3_c,ale_11_3,control,8,The capital city of France is Paris.,False,False
ale_11_3_c,ale_11_3,control,9,The capital city of France is Paris.,False,False
ale_11_3_u,ale_11_3,uncertain,0,"Certainly! Paris is a well-known capital city in Europe. It is the capital of France and is famous for its art, architecture, and fashion.",False,False
ale_11_3_u,ale_11_3,uncertain,1,"Certainly! Paris is a well-known European capital city, which is the capital of France.",False,False
ale_11_3_u,ale_11_3,uncertain,2,"Certainly! Paris is a well-known capital city in Europe, located in France.",False,False
ale_11_3_u,ale_11_3,uncertain,3,"Certainly! Paris is a well-known capital city in Europe, located in France.",False,False
ale_11_3_u,ale_11_3,uncertain,4,Certainly! Paris is the capital city of France.,False,False
ale_11_3_u,ale_11_3,uncertain,5,Certainly! Paris is the capital city of France.,False,False
ale_11_3_u,ale_11_3,uncertain,6,Certainly! Paris is the capital city of France.,False,False
ale_11_3_u,ale_11_3,uncertain,7,"Certainly! Paris is a well-known capital city in Europe, located in France.",False,False
ale_11_3_u,ale_11_3,uncertain,8,Certainly! Paris is the capital city of France.,False,False
ale_11_3_u,ale_11_3,uncertain,9,Certainly! Paris is the capital city of France.,False,False
ale_11_4_c,ale_11_4,control,0,The capital city of France is Paris.,False,False
ale_11_4_c,ale_11_4,control,1,The capital city of France is Paris.,False,False
ale_11_4_c,ale_11_4,control,2,The capital city of France is Paris.,False,False
ale_11_4_c,ale_11_4,control,3,The capital city of France is Paris.,False,False
ale_11_4_c,ale_11_4,control,4,The capital city of France is Paris.,False,False
ale_11_4_c,ale_11_4,control,5,The capital city of France is Paris.,False,False
ale_11_4_c,ale_11_4,control,6,The capital city of France is Paris.,False,False
ale_11_4_c,ale_11_4,control,7,The capital city of France is Paris.,False,False
ale_11_4_c,ale_11_4,control,8,The capital city of France is Paris.,False,False
ale_11_4_c,ale_11_4,control,9,The capital city of France is Paris.,False,False
ale_11_4_u,ale_11_4,uncertain,0,Sure! Paris is the capital city of France.,False,False
ale_11_4_u,ale_11_4,uncertain,1,"Certainly! Paris is a well-known European capital city, located in France.",False,False
ale_11_4_u,ale_11_4,uncertain,2,"Sure! A European capital city is Paris, which is the capital of France.",False,False
ale_11_4_u,ale_11_4,uncertain,3,"Certainly! A European capital city is Berlin, the capital of Germany.",False,True
ale_11_4_u,ale_11_4,uncertain,4,Certainly! Paris is a European capital city located in France.,False,False
ale_11_4_u,ale_11_4,uncertain,5,Sure! Paris is the capital city of France.,False,False
ale_11_4_u,ale_11_4,uncertain,6,"Sure! A European capital city is Paris, the capital of France.",False,False
ale_11_4_u,ale_11_4,uncertain,7,"Certainly! Paris is a well-known European capital city, serving as the capital of France.",False,False
ale_11_4_u,ale_11_4,uncertain,8,"Certainly! Paris is a well-known European capital city, located in France.",False,False
ale_11_4_u,ale_11_4,uncertain,9,"Certainly! Paris is a European capital city, known as the capital of France.",False,False
ale_11_5_c,ale_11_5,control,0,The capital city of France is Paris.,False,False
ale_11_5_c,ale_11_5,control,1,The capital city of France is Paris.,False,False
ale_11_5_c,ale_11_5,control,2,The capital city of France is Paris.,False,False
ale_11_5_c,ale_11_5,control,3,The capital city of France is Paris.,False,False
ale_11_5_c,ale_11_5,control,4,The capital city of France is Paris.,False,False
ale_11_5_c,ale_11_5,control,5,The capital city of France is Paris.,False,False
ale_11_5_c,ale_11_5,control,6,The capital city of France is Paris.,False,False
ale_11_5_c,ale_11_5,control,7,The capital city of France is Paris.,False,False
ale_11_5_c,ale_11_5,control,8,The capital city of France is Paris.,False,False
ale_11_5_c,ale_11_5,control,9,The capital city of France is Paris.,False,False
ale_11_5_u,ale_11_5,uncertain,0,"Certainly! Paris is a well-known European capital city, located in France. It's famous for its art, fashion, food, and landmarks like the Eiffel Tower and the Louvre Museum.",False,False
ale_11_5_u,ale_11_5,uncertain,1,"Certainly! Paris is a well-known European capital city, located in France. It's famous for its art, fashion, cuisine, and historical landmarks like the Eiffel Tower and the Louvre Museum.",False,False
ale_11_5_u,ale_11_5,uncertain,2,"Certainly! Paris is a well-known European capital city, located in France. It is famous for its art, fashion, cuisine, and historical landmarks like the Eiffel Tower and the Louvre Museum.",False,False
ale_11_5_u,ale_11_5,uncertain,3,"Certainly! One European capital city is Paris, which is the capital of France.",False,False
ale_11_5_u,ale_11_5,uncertain,4,"Certainly! Paris is a well-known European capital city, located in France. It's famous for its art, fashion, cuisine, and historical landmarks like the Eiffel Tower and the Louvre Museum.",False,False
ale_11_5_u,ale_11_5,uncertain,5,"Certainly! One European capital city is Paris, which is the capital of France.",False,False
ale_11_5_u,ale_11_5,uncertain,6,"Certainly! One European capital city is Berlin, which is the capital of Germany.",False,True
ale_11_5_u,ale_11_5,uncertain,7,"Certainly! Paris is a well-known European capital city, located in France. It's famous for its art, fashion, cuisine, and historical landmarks like the Eiffel Tower and Louvre Museum.",False,False
ale_11_5_u,ale_11_5,uncertain,8,"Certainly! Paris is a well-known European capital city, located in France. It's famous for its art, fashion, food, and landmarks like the Eiffel Tower and Louvre Museum.",False,False
ale_11_5_u,ale_11_5,uncertain,9,"Certainly! Paris is a well-known European capital city, located in France. It is famous for its art, fashion, cuisine, and architecture, including landmarks such as the Eiffel Tower and the Louvre Museum.",False,True
ale_14_0_c,ale_14_0,control,0,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_0_c,ale_14_0,control,1,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_0_c,ale_14_0,control,2,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_0_c,ale_14_0,control,3,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_0_c,ale_14_0,control,4,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_0_c,ale_14_0,control,5,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_0_c,ale_14_0,control,6,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_0_c,ale_14_0,control,7,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_0_c,ale_14_0,control,8,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_0_c,ale_14_0,control,9,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_0_u,ale_14_0,uncertain,0,"A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human body.",False,False
ale_14_0_u,ale_14_0,uncertain,1,"A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human body.",False,False
ale_14_0_u,ale_14_0,uncertain,2,"A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human body.",False,False
ale_14_0_u,ale_14_0,uncertain,3,"A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human body.",False,False
ale_14_0_u,ale_14_0,uncertain,4,"A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human skeleton.",False,False
ale_14_0_u,ale_14_0,uncertain,5,"A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human skeleton.",False,False
ale_14_0_u,ale_14_0,uncertain,6,"A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human skeleton.",False,False
ale_14_0_u,ale_14_0,uncertain,7,"A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human skeleton.",False,False
ale_14_0_u,ale_14_0,uncertain,8,"A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human skeleton.",False,False
ale_14_0_u,ale_14_0,uncertain,9,"A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human skeleton.",False,False
ale_14_3_c,ale_14_3,control,0,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_3_c,ale_14_3,control,1,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_3_c,ale_14_3,control,2,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_3_c,ale_14_3,control,3,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_3_c,ale_14_3,control,4,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_3_c,ale_14_3,control,5,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_3_c,ale_14_3,control,6,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_3_c,ale_14_3,control,7,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_3_c,ale_14_3,control,8,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_3_c,ale_14_3,control,9,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_3_u,ale_14_3,uncertain,0,"Sure! A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human skeleton.",False,False
ale_14_3_u,ale_14_3,uncertain,1,"Sure! A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human skeleton.",False,False
ale_14_3_u,ale_14_3,uncertain,2,"Sure! A bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the body.",False,False
ale_14_3_u,ale_14_3,uncertain,3,"Sure! A common bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the body.",False,False
ale_14_3_u,ale_14_3,uncertain,4,"Sure! A common bone in the human body is the femur, which is the thigh bone and the longest bone in the body.",False,False
ale_14_3_u,ale_14_3,uncertain,5,"Sure! One example of a bone in the human body is the femur, which is the thigh bone and the longest bone in the human skeleton.",False,False
ale_14_3_u,ale_14_3,uncertain,6,"Sure! One common bone in the human body is the femur, which is the thigh bone and the longest bone in the body.",False,False
ale_14_3_u,ale_14_3,uncertain,7,"Sure! A bone in the human body is the femur, which is the thigh bone and the longest bone in the body.",False,False
ale_14_3_u,ale_14_3,uncertain,8,"Sure! One example of a bone in the human body is the femur, which is the thigh bone and the longest bone in the human skeleton.",False,False
ale_14_3_u,ale_14_3,uncertain,9,"Sure! One common bone in the human body is the femur, which is the thigh bone and the longest bone in the body.",False,False
ale_14_5_c,ale_14_5,control,0,"The longest bone in the human body is the femur, which is located in the thigh. It extends from the knee to the hip and plays a crucial role in supporting the weight of the upper body and facilitating movement.",False,False
ale_14_5_c,ale_14_5,control,1,"The longest bone in the human body is the femur, which is located in the thigh. It extends from the knee to the hip and plays a crucial role in supporting the weight of the upper body and facilitating movement.",False,False
ale_14_5_c,ale_14_5,control,2,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_5_c,ale_14_5,control,3,"The longest bone in the human body is the femur, which is located in the thigh. It extends from the knee to the hip and plays a crucial role in supporting the weight of the upper body and facilitating movement.",False,False
ale_14_5_c,ale_14_5,control,4,"The longest bone in the human body is the femur, which is located in the thigh. It extends from the knee to the hip and plays a crucial role in supporting the body's weight and facilitating movement.",False,False
ale_14_5_c,ale_14_5,control,5,"The longest bone in the human body is the femur, which is located in the thigh. It extends from the knee to the hip and plays a crucial role in supporting the body's weight and facilitating movement.",False,False
ale_14_5_c,ale_14_5,control,6,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_5_c,ale_14_5,control,7,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_5_c,ale_14_5,control,8,"The longest bone in the human body is the femur, which is located in the thigh.",False,False
ale_14_5_c,ale_14_5,control,9,"The longest bone in the human body is the femur, which is located in the thigh. It extends from the knee to the hip and plays a crucial role in supporting the body's weight and enabling movement.",False,False
ale_14_5_u,ale_14_5,uncertain,0,"Sure! One of the bones in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human skeleton.",False,True
ale_14_5_u,ale_14_5,uncertain,1,"Certainly! One common bone in the human body is the femur, which is the thigh bone and the longest and strongest bone in the human skeleton.",False,False
